"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","MonthlyIncomeFact","pred_Monthly_income.log","pred_monthlyincome"
"438",3.29583686600433,"No","Travel_Rarely",5.06259503302697,"Research & Development",0.693147180559945,"Bachelor","Medical","High","Male",4.56434819146784,"High","1","Laboratory Technician","Low","Single",7.96137020171951,9.90383749130042,0,"No",2.63905732961526,"Excellent","Very High",2.19722457733622,1.94591014905531,"Good",2.07944154167984,2.07944154167984,2.07944154167984,1.94591014905531,"Low",7.90512779801881,2710.14896953089
"445",3.85014760171006,"No","Travel_Rarely",6.59987049921284,"Research & Development",1.09861228866811,"Master","Medical","High","Male",3.85014760171006,"High","5","Research Director","Very High","Divorced",9.86936183780675,9.56233437739637,2.07944154167984,"Yes",2.89037175789616,"Excellent","High",3.2188758248682,1.38629436111989,"Better",1.09861228866811,0.693147180559945,1.09861228866811,1.09861228866811,"Very High",9.90698955562854,20069.1628453925
"448",3.76120011569356,"No","Travel_Rarely",7.02908756414966,"Research & Development",2.63905732961526,"Bachelor","Medical","Medium","Male",4.56434819146784,"Very High","2","Healthcare Representative","Low","Married",8.6195692580331,8.64769499948039,1.79175946922805,"No",2.94443897916644,"Excellent","High",2.39789527279837,1.09861228866811,"Good",0,0,0,0,"Average",8.68918792361727,5937.3578839116
"459",4.04305126783455,"No","Travel_Rarely",7.13568734702814,"Research & Development",0.693147180559945,"College","Life Sciences","Low","Female",4.51085950651685,"High","1","Research Scientist","Low","Married",7.63385355968177,9.25865423225473,1.09861228866811,"No",3.13549421592915,"Outstanding","Very High",1.79175946922805,1.38629436111989,"Best",1.38629436111989,1.09861228866811,0.693147180559945,0,"Low",7.90433034374974,2707.98781403694
"460",3.61091791264422,"No","Travel_Rarely",5.15329159449778,"Research & Development",1.6094379124341,"Master","Life Sciences","Low","Male",3.63758615972639,"Medium","2","Laboratory Technician","Very High","Single",8.66750795207511,10.0259263997287,0.693147180559945,"No",2.83321334405622,"Excellent","High",2.39789527279837,1.09861228866811,"Good",2.39789527279837,1.6094379124341,0.693147180559945,2.19722457733622,"Average",8.45306415409888,4688.41984845387
"461",3.76120011569356,"No","Travel_Frequently",7.29641326877392,"Research & Development",1.79175946922805,"College","Other","Medium","Male",4.58496747867057,"High","1","Laboratory Technician","High","Married",7.64683139143048,9.13356731317027,1.6094379124341,"No",2.89037175789616,"Excellent","Very High",2.19722457733622,1.6094379124341,"Better",1.09861228866811,1.09861228866811,1.09861228866811,0,"Low",7.94545843117273,2821.72619052059
"465",3.78418963391826,"Yes","Travel_Frequently",6.69456205852109,"Research & Development",2.89037175789616,"Bachelor","Technical Degree","High","Male",3.66356164612965,"Medium","1","Research Scientist","High","Married",7.79893331004122,9.6542566664586,2.30258509299405,"Yes",2.83321334405622,"Excellent","Very High",1.94591014905531,1.6094379124341,"Better",0.693147180559945,0,0,0,"Low",7.93110387899637,2781.49664944538
"466",3.66356164612965,"No","Travel_Rarely",5.91889385427315,"Research & Development",1.09861228866811,"Bachelor","Life Sciences","Very High","Male",3.8286413964891,"High","1","Research Scientist","Very High","Single",8.28020423327997,8.36799688505411,1.79175946922805,"Yes",2.484906649788,"Excellent","High",1.94591014905531,1.38629436111989,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Average",7.91566513165916,2738.86829760445
"468",3.61091791264422,"No","Travel_Rarely",4.89034912822175,"Research & Development",1.94591014905531,"Bachelor","Life Sciences","Medium","Female",4.02535169073515,"Very High","1","Laboratory Technician","Very High","Married",8.01928379291679,9.99893408668014,1.38629436111989,"No",2.56494935746154,"Excellent","Medium",1.79175946922805,1.38629436111989,"Better",0.693147180559945,0,0,0,"Average",7.89039815946365,2670.50739489808
"469",3.29583686600433,"Yes","Non-Travel",5.5834963087817,"Sales",3.40119738166216,"College","Medical","Medium","Male",4.38202663467388,"Low","2","Sales Executive","Low","Single",8.51117511909067,9.99030724448869,2.19722457733622,"No",2.94443897916644,"Excellent","Very High",2.07944154167984,1.94591014905531,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Average",8.56557647098398,5246.86429036429
"470",3.98898404656427,"No","Travel_Rarely",6.98933526597456,"Research & Development",2.63905732961526,"College","Medical","Very High","Female",4.06044301054642,"Very High","2","Manufacturing Director","Low","Divorced",8.40088406901585,10.1754593625323,0.693147180559945,"No",2.484906649788,"Excellent","High",1.79175946922805,1.38629436111989,"Better",1.6094379124341,1.09861228866811,0.693147180559945,1.38629436111989,"Average",8.65557985189539,5741.09756438183
"471",3.3322045101752,"No","Travel_Rarely",7.2115567333138,"Research & Development",1.09861228866811,"Master","Technical Degree","Medium","Male",3.73766961828337,"High","1","Research Scientist","Medium","Married",7.70841066725737,8.71177264560569,0.693147180559945,"No",2.484906649788,"Excellent","High",1.94591014905531,1.38629436111989,"Good",1.79175946922805,1.38629436111989,0.693147180559945,1.09861228866811,"Low",7.96708563996209,2883.43880963086
"474",3.8286413964891,"No","Travel_Rarely",7.18311170174328,"Research & Development",3.40119738166216,"Bachelor","Medical","High","Male",4.43081679884331,"High","1","Research Scientist","Very High","Single",8.14699869738999,9.18533020897202,1.79175946922805,"No",2.63905732961526,"Excellent","Medium",2.30258509299405,1.09861228866811,"Good",1.94591014905531,1.79175946922805,0,1.38629436111989,"Average",7.97033742014099,2892.83363725791
"477",3.63758615972639,"No","Travel_Rarely",5.83773044716594,"Sales",2.83321334405622,"Master","Marketing","Very High","Male",4.20469261939097,"Medium","2","Sales Executive","High","Divorced",8.75384509275524,10.1088336648198,1.6094379124341,"No",2.99573227355399,"Excellent","Very High",2.30258509299405,1.09861228866811,"Better",0.693147180559945,0,0,0,"High",8.67081649549619,5829.25778586325
"484",4.04305126783455,"No","Travel_Rarely",6.57088296233958,"Research & Development",2.19722457733622,"Bachelor","Life Sciences","High","Female",4.21950770517611,"High","1","Research Scientist","Low","Divorced",8.35655484545343,9.54251768431451,1.6094379124341,"Yes",2.94443897916644,"Excellent","High",2.99573227355399,1.38629436111989,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Average",8.04761219652078,3125.32101147738
"487",3.43398720448515,"Yes","Travel_Rarely",6.85224256905188,"Sales",2.30258509299405,"Bachelor","Medical","Medium","Male",4.49980967033027,"High","1","Sales Representative","Very High","Single",6.98656645940643,9.68159322062235,0.693147180559945,"No",2.63905732961526,"Excellent","High",0.693147180559945,1.38629436111989,"Good",0.693147180559945,0,0,0,"Low",7.73449769549057,2284.86021797027
"489",3.89182029811063,"Yes","Travel_Rarely",6.44094654063292,"Research & Development",0.693147180559945,"College","Life Sciences","Low","Male",4.59511985013459,"Medium","3","Laboratory Technician","High","Single",8.59081533128685,9.86760127397172,2.30258509299405,"Yes",2.63905732961526,"Excellent","Very High",3.17805383034795,1.09861228866811,"Better",0.693147180559945,0,0,0,"Average",9.00797984845904,8167.00399100454
"493",3.40119738166216,"No","Travel_Rarely",6.1527326947041,"Sales",2.39789527279837,"Bachelor","Medical","High","Male",3.76120011569356,"Medium","2","Sales Executive","High","Single",8.67760991282214,10.0610894130396,2.30258509299405,"No",2.484906649788,"Excellent","High",2.19722457733622,1.09861228866811,"Better",1.79175946922805,1.09861228866811,0.693147180559945,1.6094379124341,"Average",8.60324598673899,5448.31933250414
"496",3.95124371858143,"No","Travel_Rarely",7.18462915271731,"Sales",3.29583686600433,"Master","Marketing","Low","Female",4.20469261939097,"High","4","Manager","High","Married",9.69941106393914,8.62962862074603,1.09861228866811,"No",2.70805020110221,"Excellent","High",3.40119738166216,1.09861228866811,"Good",3.04452243772342,1.94591014905531,1.6094379124341,2.89037175789616,"Very High",9.7467237656163,17097.1194988546
"499",3.61091791264422,"No","Travel_Rarely",7.17011954344963,"Research & Development",3.3322045101752,"Bachelor","Medical","High","Male",4.55387689160054,"High","2","Healthcare Representative","High","Married",8.56369502506766,9.71583179415147,1.94591014905531,"No",2.63905732961526,"Excellent","Medium",2.89037175789616,1.38629436111989,"Good",2.07944154167984,2.07944154167984,2.07944154167984,2.07944154167984,"Average",8.68828188303772,5931.9799273842
"500",3.68887945411394,"No","Non-Travel",7.13249755166004,"Sales",3.09104245335832,"Master","Life Sciences","Low","Female",3.49650756146648,"Low","2","Sales Executive","High","Married",8.65469170460187,8.29104513108173,1.94591014905531,"No",2.99573227355399,"Excellent","High",2.39789527279837,0.693147180559945,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Average",8.59557054147661,5406.65348676236
"507",3.52636052461616,"Yes","Travel_Rarely",5.86078622346587,"Sales",1.79175946922805,"Bachelor","Marketing","Very High","Female",3.55534806148941,"High","1","Sales Representative","High","Single",7.95577578153419,9.12161844191538,0.693147180559945,"Yes",2.63905732961526,"Excellent","Medium",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0,0,0,"Low",7.70552463119658,2219.58206334563
"513",3.49650756146648,"No","Travel_Frequently",6.37331978957701,"Research & Development",2.39789527279837,"Bachelor","Life Sciences","Low","Male",4.04305126783455,"High","1","Research Scientist","High","Married",8.14148104145742,9.76198159024195,1.94591014905531,"No",2.63905732961526,"Excellent","Low",2.39789527279837,1.38629436111989,"Good",1.79175946922805,1.09861228866811,0.693147180559945,1.38629436111989,"Average",7.98401051484459,2932.67304193872
"514",3.52636052461616,"No","Travel_Frequently",6.24610676548156,"Research & Development",0.693147180559945,"College","Life Sciences","Low","Female",4.59511985013459,"High","3","Research Director","Very High","Single",9.50740330623372,9.62555777152703,0.693147180559945,"Yes",2.56494935746154,"Excellent","High",2.77258872223978,0.693147180559945,"Better",2.77258872223978,2.70805020110221,2.19722457733622,2.56494935746154,"Very High",9.46345054033565,12879.2516863827
"515",3.09104245335832,"No","Non-Travel",6.79794041297493,"Sales",2.30258509299405,"College","Medical","Low","Male",3.68887945411394,"High","1","Sales Representative","Very High","Single",7.86748856869913,7.95577578153419,0.693147180559945,"No",3.2188758248682,"Outstanding","High",1.38629436111989,1.38629436111989,"Good",1.38629436111989,1.09861228866811,1.09861228866811,1.09861228866811,"Low",7.79433895591612,2425.82465604433
"516",3.95124371858143,"No","Travel_Rarely",7.17242457712485,"Research & Development",1.09861228866811,"Bachelor","Medical","Very High","Male",4.44265125649032,"Low","2","Manufacturing Director","Medium","Divorced",8.60940767540405,9.70026917002919,1.79175946922805,"No",2.94443897916644,"Excellent","Very High",2.63905732961526,1.38629436111989,"Better",1.6094379124341,0.693147180559945,0.693147180559945,1.09861228866811,"Average",8.73993438625304,6246.48577785691
"522",3.36729582998647,"Yes","Travel_Rarely",5.79909265446053,"Research & Development",3.2188758248682,"Bachelor","Medical","High","Male",3.95124371858143,"High","1","Laboratory Technician","Medium","Married",7.78696700261487,8.89904843388527,0.693147180559945,"Yes",2.89037175789616,"Excellent","High",0.693147180559945,1.38629436111989,"Better",0.693147180559945,0.693147180559945,0,0,"Low",7.67457795219149,2151.91486092623
"528",3.46573590279973,"No","Travel_Rarely",7.19518732017871,"Research & Development",2.484906649788,"College","Medical","High","Male",4.39444915467244,"High","2","Healthcare Representative","Low","Married",8.82966543267524,9.74624877610964,0.693147180559945,"Yes",2.56494935746154,"Excellent","Very High",1.94591014905531,1.09861228866811,"Good",1.94591014905531,1.79175946922805,0,0.693147180559945,"High",8.58477874527016,5348.60895807529
"529",3.58351893845611,"No","Travel_Rarely",7.10249935577465,"Research & Development",0.693147180559945,"Bachelor","Medical","Medium","Male",3.43398720448515,"Medium","1","Research Scientist","High","Single",7.9585769038139,10.1765254201242,0.693147180559945,"No",2.94443897916644,"Excellent","Low",1.94591014905531,1.38629436111989,"Better",1.94591014905531,1.6094379124341,0,1.6094379124341,"Low",7.93204023677623,2784.10328201042
"535",3.40119738166216,"Yes","Travel_Rarely",5.76519110278484,"Research & Development",2.19722457733622,"Master","Other","Medium","Male",4.35670882668959,"Low","1","Laboratory Technician","Low","Married",7.65917136766606,8.46800294722547,0.693147180559945,"Yes",2.484906649788,"Excellent","Very High",2.07944154167984,1.6094379124341,"Good",2.07944154167984,2.07944154167984,0,2.07944154167984,"Low",7.98166047593204,2925.78689066435
"536",3.78418963391826,"No","Non-Travel",7.20414929203594,"Research & Development",2.07944154167984,"Bachelor","Medical","Very High","Male",3.63758615972639,"Very High","1","Research Scientist","Very High","Divorced",7.64491934495886,8.56197533418813,1.6094379124341,"No",2.70805020110221,"Excellent","Very High",2.07944154167984,1.38629436111989,"Best",1.79175946922805,1.6094379124341,1.09861228866811,1.09861228866811,"Low",7.92485411234055,2764.16092321477
"540",3.76120011569356,"No","Travel_Rarely",6.47389069635227,"Sales",1.6094379124341,"Master","Marketing","Medium","Male",3.8286413964891,"High","2","Sales Executive","Low","Single",8.54791636405908,7.72046169459972,2.07944154167984,"No",2.63905732961526,"Excellent","Very High",2.30258509299405,1.38629436111989,"Best",1.94591014905531,1.6094379124341,0.693147180559945,1.79175946922805,"Average",8.65444139037912,5734.5641270213
"544",3.66356164612965,"No","Travel_Rarely",7.14045304310116,"Research & Development",1.09861228866811,"Master","Life Sciences","Very High","Male",4.48863636973214,"High","2","Manufacturing Director","High","Married",8.78783082925876,8.89013510781884,2.30258509299405,"No",2.70805020110221,"Excellent","Medium",2.70805020110221,1.38629436111989,"Better",0.693147180559945,0,0,0,"High",8.75876401085073,6365.23811200633
"549",3.66356164612965,"No","Travel_Rarely",6.74523634948436,"Research & Development",3.25809653802148,"College","Life Sciences","Low","Female",4.40671924726425,"Medium","3","Research Director","Medium","Married",9.39781529401093,10.1927184249778,1.38629436111989,"No",2.89037175789616,"Excellent","High",2.99573227355399,1.09861228866811,"Better",2.39789527279837,2.19722457733622,0,0.693147180559945,"Very High",9.51496616816659,13560.1744373314
"553",3.61091791264422,"No","Travel_Frequently",7.10167597161944,"Human Resources",1.09861228866811,"Below College","Human Resources","Medium","Male",4.55387689160054,"Medium","2","Human Resources","Very High","Single",8.26539293085222,8.3485378253861,0.693147180559945,"No",3.09104245335832,"Outstanding","Very High",2.39789527279837,1.09861228866811,"Good",2.39789527279837,0.693147180559945,0,2.19722457733622,"Average",8.51177767668202,4971.99561365322
"554",3.89182029811063,"No","Travel_Rarely",7.29301767977278,"Research & Development",3.04452243772342,"Master","Medical","Very High","Male",3.95124371858143,"High","1","Research Scientist","High","Married",7.72312009226633,8.62047154086974,1.6094379124341,"No",2.89037175789616,"Excellent","Low",2.63905732961526,1.09861228866811,"Good",0,0,0,0,"Low",8.07333348063588,3206.77708911647
"555",3.71357206670431,"No","Non-Travel",7.04925484125584,"Research & Development",2.30258509299405,"Doctor","Life Sciences","Very High","Male",4.15888308335967,"Medium","2","Healthcare Representative","Very High","Married",8.49228555571005,9.56402083693459,2.30258509299405,"No",2.70805020110221,"Excellent","Very High",1.79175946922805,1.79175946922805,"Bad",1.38629436111989,1.09861228866811,0,1.09861228866811,"Average",8.40933798630826,4487.78788865712
"556",3.63758615972639,"No","Travel_Rarely",6.3261494731551,"Sales",1.09861228866811,"Bachelor","Marketing","Very High","Male",4.33073334028633,"High","2","Sales Executive","High","Married",9.16983082863797,8.01002752848173,1.6094379124341,"Yes",2.484906649788,"Excellent","High",2.89037175789616,1.38629436111989,"Good",1.38629436111989,0,0.693147180559945,0,"High",8.69311872229571,5960.74631071749
"558",3.55534806148941,"No","Travel_Rarely",5.54126354515843,"Research & Development",0.693147180559945,"College","Life Sciences","Medium","Male",4.43081679884331,"Medium","1","Research Scientist","Very High","Married",8.19505769089508,10.0342964926475,0.693147180559945,"Yes",2.63905732961526,"Excellent","Very High",1.94591014905531,1.38629436111989,"Better",1.94591014905531,1.79175946922805,0.693147180559945,1.38629436111989,"Average",7.97330722771002,2901.44054039451
"562",4.07753744390572,"No","Travel_Frequently",7.10414409298753,"Research & Development",2.77258872223978,"Master","Life Sciences","Low","Male",4.47733681447821,"High","4","Research Director","High","Married",9.66700543678274,9.98160533180008,1.09861228866811,"Yes",2.70805020110221,"Excellent","Medium",3.17805383034795,1.38629436111989,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Very High",9.78820991722352,17821.3740707901
"565",3.43398720448515,"No","Travel_Rarely",6.82654522355659,"Research & Development",0.693147180559945,"Bachelor","Life Sciences","Very High","Male",3.66356164612965,"Low","1","Laboratory Technician","High","Married",8.25166392360559,10.1013543206655,1.38629436111989,"No",3.09104245335832,"Outstanding","High",2.07944154167984,1.09861228866811,"Better",1.09861228866811,1.09861228866811,0,1.09861228866811,"Average",7.93023996762911,2779.09385700985
"566",3.80666248977032,"No","Travel_Rarely",6.94505106372583,"Research & Development",0.693147180559945,"Bachelor","Medical","Medium","Male",3.76120011569356,"High","1","Research Scientist","Very High","Single",7.79852305362521,9.50472493248764,1.94591014905531,"Yes",2.56494935746154,"Excellent","High",1.94591014905531,1.09861228866811,"Better",1.6094379124341,1.38629436111989,0.693147180559945,1.09861228866811,"Low",7.91566513165916,2738.86829760445
"567",3.49650756146648,"No","Travel_Rarely",4.85981240436167,"Research & Development",1.09861228866811,"Below College","Technical Degree","Very High","Male",4.44265125649032,"Medium","2","Laboratory Technician","Low","Single",7.68570306123455,9.89030099073195,1.6094379124341,"No",2.63905732961526,"Excellent","Very High",2.30258509299405,1.79175946922805,"Better",1.94591014905531,1.09861228866811,0,1.6094379124341,"Low",8.43396398641292,4599.70111152908
"574",3.55534806148941,"No","Travel_Rarely",6.69826805411541,"Sales",2.19722457733622,"College","Technical Degree","Medium","Male",4.53259949315326,"Very High","2","Sales Executive","High","Married",8.8246778911642,10.0046442444959,0.693147180559945,"No",3.09104245335832,"Outstanding","High",2.39789527279837,1.79175946922805,"Better",2.39789527279837,2.19722457733622,1.6094379124341,2.19722457733622,"High",8.73529175380905,6217.54822288376
"576",3.63758615972639,"No","Travel_Rarely",7.01750614294126,"Research & Development",0.693147180559945,"Master","Life Sciences","Low","Male",3.95124371858143,"Medium","2","Manufacturing Director","High","Divorced",8.69851424787661,7.89729647259588,0.693147180559945,"No",2.94443897916644,"Excellent","High",2.07944154167984,1.09861228866811,"Best",2.07944154167984,1.79175946922805,0,2.07944154167984,"Average",8.67878394845702,5875.89563624603
"577",3.66356164612965,"No","Travel_Rarely",7.24779258176785,"Sales",0.693147180559945,"Bachelor","Life Sciences","Low","Male",4.0943445622221,"Medium","1","Sales Representative","Low","Single",7.95822719232231,9.34783888516182,1.6094379124341,"No",2.70805020110221,"Excellent","Low",3.04452243772342,1.38629436111989,"Good",0.693147180559945,0,0,0,"Low",8.11129920165797,3330.90403435494
"583",3.66356164612965,"No","Travel_Rarely",6.72623340235875,"Research & Development",2.94443897916644,"Bachelor","Medical","Medium","Male",4.11087386417331,"Low","2","Healthcare Representative","Very High","Married",8.66768002469017,10.1080597182649,1.38629436111989,"Yes",2.83321334405622,"Excellent","High",2.77258872223978,1.09861228866811,"Better",0.693147180559945,0,0.693147180559945,0,"Average",8.71339405264802,6082.85641484598
"585",3.80666248977032,"No","Travel_Rarely",7.28619171470238,"Research & Development",2.39789527279837,"Master","Other","Very High","Male",3.73766961828337,"High","2","Healthcare Representative","Very High","Married",8.77431295828538,9.85859478364539,1.09861228866811,"Yes",2.63905732961526,"Excellent","Very High",2.30258509299405,1.79175946922805,"Best",1.6094379124341,1.09861228866811,0.693147180559945,1.38629436111989,"High",8.64960455112113,5706.88910904646
"586",3.71357206670431,"No","Travel_Rarely",6.80903930604298,"Research & Development",2.99573227355399,"College","Medical","High","Male",4.60517018598809,"High","2","Laboratory Technician","Very High","Married",7.91644286012226,9.71256914851666,2.19722457733622,"Yes",2.77258872223978,"Excellent","High",2.77258872223978,1.09861228866811,"Best",2.07944154167984,1.09861228866811,1.38629436111989,2.07944154167984,"Low",8.48396975486898,4835.61200131892
"587",3.66356164612965,"No","Non-Travel",6.35262939631957,"Research & Development",1.94591014905531,"Bachelor","Medical","Medium","Female",4.38202663467388,"Low","2","Research Scientist","Very High","Divorced",8.58110651715989,9.66256183142612,2.07944154167984,"Yes",2.56494935746154,"Excellent","Very High",2.89037175789616,1.38629436111989,"Better",2.63905732961526,2.484906649788,0.693147180559945,2.30258509299405,"Average",8.43633624869686,4610.62813701644
"590",3.58351893845611,"No","Travel_Rarely",7.04141166379481,"Research & Development",3.17805383034795,"Master","Medical","High","Female",3.43398720448515,"High","1","Laboratory Technician","Low","Married",8.29779262638086,9.68053148364599,1.38629436111989,"Yes",2.77258872223978,"Excellent","High",1.6094379124341,1.38629436111989,"Better",1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,"Average",7.83747740180822,2532.80499321324
"596",3.52636052461616,"No","Travel_Rarely",6.3750248198281,"Sales",0.693147180559945,"Bachelor","Medical","Low","Male",3.89182029811063,"Very High","2","Sales Executive","Low","Divorced",8.30350479887278,9.99044476139203,0.693147180559945,"No",3.13549421592915,"Outstanding","Low",2.30258509299405,1.79175946922805,"Better",2.30258509299405,2.19722457733622,0,2.19722457733622,"Average",8.67941531039179,5879.6072560098
"602",3.49650756146648,"No","Non-Travel",7.09090982207998,"Research & Development",0.693147180559945,"Master","Technical Degree","Very High","Male",4.14313472639153,"High","2","Research Scientist","Low","Married",8.31581113188354,10.1336067175868,1.6094379124341,"No",2.70805020110221,"Excellent","Medium",2.30258509299405,1.38629436111989,"Good",1.94591014905531,1.79175946922805,0.693147180559945,1.09861228866811,"Average",8.38346564698422,4373.14192000194
"604",3.40119738166216,"No","Travel_Rarely",7.24565506759454,"Research & Development",1.94591014905531,"Below College","Medical","Medium","Female",4.00733318523247,"High","1","Laboratory Technician","Very High","Married",8.04942705711069,10.1789578640281,0.693147180559945,"No",2.63905732961526,"Excellent","Low",2.39789527279837,1.79175946922805,"Better",2.39789527279837,2.19722457733622,0,2.19722457733622,"Average",7.95384397976299,2845.49581955304
"607",4.0943445622221,"No","Travel_Frequently",7.11151211649616,"Sales",0.693147180559945,"Below College","Life Sciences","Low","Female",4.06044301054642,"Medium","2","Sales Executive","High","Single",8.60776488960062,10.113302673639,2.07944154167984,"No",2.484906649788,"Excellent","Very High",3.04452243772342,1.09861228866811,"Good",1.6094379124341,1.38629436111989,0.693147180559945,1.38629436111989,"Average",8.75014291298857,6310.59005183469
"608",3.66356164612965,"No","Travel_Rarely",5.77765232322266,"Sales",2.07944154167984,"College","Medical","Low","Female",3.80666248977032,"Very High","2","Sales Executive","Low","Divorced",8.63159273172473,9.86224880451953,0.693147180559945,"Yes",3.2188758248682,"Outstanding","High",2.19722457733622,1.38629436111989,"Better",2.19722457733622,0,2.07944154167984,2.07944154167984,"Average",8.67555923657731,5856.97486448679
"611",3.58351893845611,"No","Travel_Rarely",6.70686233660275,"Research & Development",0.693147180559945,"Bachelor","Medical","Very High","Female",4.11087386417331,"Medium","2","Laboratory Technician","Very High","Married",8.58746524440157,9.29164382304022,0,"No",2.56494935746154,"Excellent","Medium",2.39789527279837,0,"Better",2.30258509299405,2.07944154167984,0,0,"Average",8.37267058150196,4326.1767238147
"612",3.73766961828337,"No","Non-Travel",6.23441072571837,"Research & Development",1.09861228866811,"Master","Other","Low","Female",4.14313472639153,"Medium","2","Healthcare Representative","High","Single",8.82644104178258,7.65586401761606,1.09861228866811,"Yes",2.89037175789616,"Excellent","Low",2.39789527279837,1.38629436111989,"Better",2.19722457733622,2.07944154167984,0,2.07944154167984,"High",8.56394247324565,5238.2962939325
"616",3.55534806148941,"No","Travel_Rarely",7.05444965813294,"Research & Development",1.79175946922805,"College","Medical","Medium","Male",4.06044301054642,"Medium","2","Laboratory Technician","Very High","Married",8.29079434738136,9.38538551979936,0.693147180559945,"No",2.70805020110221,"Excellent","High",2.77258872223978,1.38629436111989,"Best",2.77258872223978,2.39789527279837,1.6094379124341,2.63905732961526,"Average",8.50034485998605,4915.46403969926
"617",3.52636052461616,"No","Travel_Rarely",7.00306545878646,"Research & Development",1.6094379124341,"Master","Medical","Low","Female",4.4188406077966,"Medium","1","Laboratory Technician","Medium","Married",8.2529671950008,9.01103541014182,2.19722457733622,"No",2.484906649788,"Excellent","Very High",2.19722457733622,1.79175946922805,"Better",1.79175946922805,1.6094379124341,0,1.09861228866811,"Average",7.94395034714481,2817.4724905122
"619",3.68887945411394,"No","Travel_Rarely",6.41999492814714,"Research & Development",1.94591014905531,"Below College","Medical","Very High","Male",3.76120011569356,"Medium","3","Healthcare Representative","Low","Married",9.20954005180541,9.97385281519669,1.6094379124341,"No",2.77258872223978,"Excellent","Low",2.30258509299405,1.79175946922805,"Better",2.07944154167984,2.07944154167984,0.693147180559945,2.07944154167984,"High",9.10697292693193,9016.95552289091
"621",3.04452243772342,"Yes","Travel_Frequently",6.77078942390898,"Research & Development",1.94591014905531,"Bachelor","Life Sciences","Very High","Female",4.20469261939097,"Medium","1","Laboratory Technician","Very High","Single",7.98173328669189,9.89262880920125,0.693147180559945,"Yes",2.94443897916644,"Excellent","Medium",0.693147180559945,1.79175946922805,"Better",0.693147180559945,0,0.693147180559945,0,"Low",7.6610436352347,2122.97292527455
"624",3.58351893845611,"No","Travel_Rarely",7.04490511712937,"Human Resources",3.29583686600433,"Master","Life Sciences","High","Female",3.46573590279973,"High","3","Human Resources","Very High","Single",9.08681588569068,9.71974498658673,0.693147180559945,"Yes",2.83321334405622,"Excellent","High",2.30258509299405,1.09861228866811,"Better",2.30258509299405,0,0.693147180559945,2.07944154167984,"High",8.90273111366607,7351.02536172756
"628",3.66356164612965,"No","Travel_Rarely",5.8406416573734,"Research & Development",2.77258872223978,"College","Life Sciences","High","Male",4.53259949315326,"Medium","3","Research Director","Very High","Divorced",9.35105837891506,9.66033260213442,0,"Yes",2.70805020110221,"Excellent","Medium",2.56494935746154,1.38629436111989,"Better",2.484906649788,2.39789527279837,1.09861228866811,2.30258509299405,"Very High",9.47790743442743,13066.8126285235
"629",4.02535169073515,"No","Travel_Frequently",6.99576615630485,"Research & Development",1.09861228866811,"Below College","Life Sciences","Very High","Male",4.18965474202643,"High","3","Manufacturing Director","Medium","Married",9.30355745368732,9.66865090263087,1.38629436111989,"No",2.94443897916644,"Excellent","Medium",3.17805383034795,1.6094379124341,"Better",1.38629436111989,1.09861228866811,0.693147180559945,1.09861228866811,"Very High",9.27086459950437,10622.9333642304
"630",3.55534806148941,"No","Travel_Rarely",7.27447955877387,"Research & Development",2.30258509299405,"Bachelor","Medical","Very High","Female",3.85014760171006,"Medium","3","Healthcare Representative","Medium","Single",9.06207235530708,9.77877430836249,0.693147180559945,"No",2.70805020110221,"Excellent","Medium",2.30258509299405,1.38629436111989,"Best",2.19722457733622,2.07944154167984,2.07944154167984,2.07944154167984,"High",9.03107006953751,8357.79928475058
"632",3.55534806148941,"No","Travel_Rarely",6.84374994900622,"Sales",0.693147180559945,"Bachelor","Marketing","Low","Male",3.49650756146648,"High","3","Sales Executive","Very High","Single",9.19917830726999,8.82040406548565,0.693147180559945,"No",3.09104245335832,"Outstanding","Low",2.70805020110221,1.38629436111989,"Good",2.70805020110221,2.19722457733622,1.09861228866811,0.693147180559945,"High",9.11065587054918,9050.22937988347
"641",3.43398720448515,"No","Travel_Rarely",7.21450441415114,"Research & Development",3.2188758248682,"Below College","Life Sciences","Very High","Male",4.21950770517611,"High","1","Laboratory Technician","High","Divorced",7.89878235697031,9.49822242443063,0.693147180559945,"No",3.13549421592915,"Outstanding","Medium",0.693147180559945,1.09861228866811,"Better",0.693147180559945,0,0,0,"Low",7.72150774529192,2255.35903187857
